lake,year,ct
nhdhr_91597267,2009,Heavy consumption
nhdhr_91597267,2010,Heavy consumption
nhdhr_91597267,2011,Heavy consumption
nhdhr_91597267,2012,Heavy consumption
nhdhr_91597267,2013,Heavy consumption
nhdhr_91597267,2014,Heavy consumption
nhdhr_91597267,2015,Heavy consumption
nhdhr_91597267,2016,Heavy consumption
nhdhr_91597267,2017,Heavy consumption
nhdhr_91597267,2018,Heavy consumption
nhdhr_91597877,1979,Heavy consumption
nhdhr_91597877,1980,Heavy consumption
nhdhr_91597877,1981,Heavy consumption
nhdhr_91597877,1982,Heavy consumption
nhdhr_91597877,1983,Heavy consumption
nhdhr_91597877,1984,Heavy consumption
nhdhr_91597877,1985,Heavy consumption
nhdhr_91597877,1986,Heavy consumption
nhdhr_91597877,1987,Heavy consumption
nhdhr_91597877,1988,Heavy consumption
nhdhr_91597877,1989,Heavy consumption
nhdhr_91597877,1990,Heavy consumption
nhdhr_91597877,1991,Heavy consumption
nhdhr_91597877,1992,Heavy consumption
nhdhr_91597877,1993,Heavy consumption
nhdhr_91597877,1994,Heavy consumption
nhdhr_91597877,1995,Heavy consumption
nhdhr_91597877,1996,Heavy consumption
nhdhr_91597877,1997,Heavy consumption
nhdhr_91597877,1998,Heavy consumption
nhdhr_91597877,1999,Heavy consumption
nhdhr_91597877,2000,Heavy consumption
nhdhr_91597877,2001,Heavy consumption
nhdhr_91597877,2002,Heavy consumption
nhdhr_91597877,2003,Heavy consumption
nhdhr_91597877,2004,Heavy consumption
nhdhr_91597877,2005,Heavy consumption
nhdhr_91597877,2006,Heavy consumption
nhdhr_91597877,2007,Heavy consumption
nhdhr_91597877,2008,Heavy consumption
nhdhr_91597877,2009,Heavy consumption
nhdhr_91597877,2010,Heavy consumption
nhdhr_91597877,2011,Heavy consumption
nhdhr_91597877,2012,Heavy consumption
nhdhr_91597877,2013,Heavy consumption
nhdhr_91597877,2014,Heavy consumption
nhdhr_91597877,2015,Heavy consumption
nhdhr_91597877,2016,Heavy consumption
nhdhr_91597877,2017,Heavy consumption
nhdhr_91597877,2018,Heavy consumption
nhdhr_91598525,1979,Heavy consumption
nhdhr_91598525,1980,Heavy consumption
nhdhr_91598525,1981,Heavy consumption
nhdhr_91598525,1982,Heavy consumption
nhdhr_91598525,1983,Heavy consumption
nhdhr_91598525,1984,Heavy consumption
nhdhr_91598525,1985,Heavy consumption
nhdhr_91598525,1986,Heavy consumption
nhdhr_91598525,1987,Heavy consumption
nhdhr_91598525,1988,Heavy consumption
nhdhr_91598525,1989,Heavy consumption
nhdhr_91598525,1990,Heavy consumption
nhdhr_91598525,1991,Heavy consumption
nhdhr_91598525,1992,Heavy consumption
nhdhr_91598525,1993,Heavy consumption
nhdhr_91598525,1994,Heavy consumption
nhdhr_91598525,1995,Heavy consumption
nhdhr_91598525,1996,Heavy consumption
nhdhr_91598525,1997,Heavy consumption
nhdhr_91598525,1998,Heavy consumption
nhdhr_91598525,1999,Heavy consumption
nhdhr_91598525,2000,Heavy consumption
nhdhr_91598525,2001,Heavy consumption
nhdhr_91598525,2002,Heavy consumption
nhdhr_91598525,2003,Heavy consumption
nhdhr_91598525,2004,Heavy consumption
nhdhr_91598525,2005,Heavy consumption
nhdhr_91598525,2006,Heavy consumption
nhdhr_91598525,2007,Heavy consumption
nhdhr_91598525,2008,Heavy consumption
nhdhr_91598525,2009,Heavy consumption
nhdhr_91598525,2010,Heavy consumption
nhdhr_91598525,2011,Heavy consumption
nhdhr_91598525,2012,Heavy consumption
nhdhr_91598525,2013,Heavy consumption
nhdhr_91598525,2014,Heavy consumption
nhdhr_91598525,2015,Heavy consumption
nhdhr_91598525,2016,Heavy consumption
nhdhr_91598525,2017,Heavy consumption
nhdhr_91598525,2018,Heavy consumption
nhdhr_91676911,1979,Heavy consumption
nhdhr_91676911,1980,Heavy consumption
nhdhr_91676911,1981,Heavy consumption
nhdhr_91676911,1982,Heavy consumption
nhdhr_91676911,1983,Heavy consumption
nhdhr_91676911,1984,Heavy consumption
nhdhr_91676911,1985,Heavy consumption
nhdhr_91676911,1986,Heavy consumption
nhdhr_91676911,1987,Heavy consumption
nhdhr_91676911,1988,Heavy consumption
nhdhr_91676911,1989,Heavy consumption
nhdhr_91676911,1990,Heavy consumption
nhdhr_91676911,1991,Heavy consumption
nhdhr_91676911,1992,Heavy consumption
nhdhr_91676911,1993,Heavy consumption
nhdhr_91676911,1994,Heavy consumption
nhdhr_91676911,1995,Heavy consumption
nhdhr_91676911,1996,Heavy consumption
nhdhr_91676911,1997,Heavy consumption
nhdhr_91676911,1998,Heavy consumption
nhdhr_91676911,1999,Heavy consumption
nhdhr_91676911,2000,Heavy consumption
nhdhr_91676911,2001,Heavy consumption
nhdhr_91676911,2002,Heavy consumption
nhdhr_91676911,2003,Heavy consumption
nhdhr_91676911,2004,Heavy consumption
nhdhr_91676911,2005,Heavy consumption
nhdhr_91676911,2006,Heavy consumption
nhdhr_91676911,2007,Heavy consumption
nhdhr_91676911,2008,Heavy consumption
nhdhr_91676911,2009,Heavy consumption
nhdhr_91676911,2010,Heavy consumption
nhdhr_91676911,2011,Heavy consumption
nhdhr_91676911,2012,Heavy consumption
nhdhr_91676911,2013,Heavy consumption
nhdhr_91676911,2014,Heavy consumption
nhdhr_91676911,2015,Heavy consumption
nhdhr_91676911,2016,Heavy consumption
nhdhr_91676911,2017,Heavy consumption
nhdhr_91676911,2018,Heavy consumption
nhdhr_91681839,1979,Heavy consumption
nhdhr_91681839,1980,Heavy consumption
nhdhr_91681839,1981,Heavy consumption
nhdhr_91681839,1982,Heavy consumption
nhdhr_91681839,1983,Heavy consumption
nhdhr_91681839,1984,Heavy consumption
nhdhr_91681839,1985,Heavy consumption
nhdhr_91681839,1986,Heavy consumption
nhdhr_91681839,1987,Heavy consumption
nhdhr_91681839,1988,Heavy consumption
nhdhr_91681839,1989,Heavy consumption
nhdhr_91681839,1990,Heavy consumption
nhdhr_91681839,1991,Heavy consumption
nhdhr_91681839,1992,Heavy consumption
nhdhr_91681839,1993,Heavy consumption
nhdhr_91681839,1994,Heavy consumption
nhdhr_91681839,1995,Heavy consumption
nhdhr_91681839,1996,Heavy consumption
nhdhr_91681839,1997,Heavy consumption
nhdhr_91681839,1998,Heavy consumption
nhdhr_91681839,1999,Heavy consumption
nhdhr_91681839,2000,Heavy consumption
nhdhr_91681839,2001,Heavy consumption
nhdhr_91681839,2002,Heavy consumption
nhdhr_91681839,2003,Heavy consumption
nhdhr_91681839,2004,Heavy consumption
nhdhr_91681839,2005,Heavy consumption
nhdhr_91681839,2006,Heavy consumption
nhdhr_91681839,2007,Heavy consumption
nhdhr_91681839,2008,Heavy consumption
nhdhr_91681839,2009,Heavy consumption
nhdhr_91681839,2010,Heavy consumption
nhdhr_91681839,2011,Heavy consumption
nhdhr_91681839,2012,Heavy consumption
nhdhr_91681839,2013,Heavy consumption
nhdhr_91681839,2014,Heavy consumption
nhdhr_91681839,2015,Heavy consumption
nhdhr_91681839,2016,Heavy consumption
nhdhr_91681839,2017,Heavy consumption
nhdhr_91681839,2018,Heavy consumption
nhdhr_91682839,1979,Heavy consumption
nhdhr_91682839,1980,Heavy consumption
nhdhr_91682839,1981,Heavy consumption
nhdhr_91682839,1982,Heavy consumption
nhdhr_91682839,1983,Heavy consumption
nhdhr_91682839,1984,Heavy consumption
nhdhr_91682839,1985,Heavy consumption
nhdhr_91682839,1986,Heavy consumption
nhdhr_91682839,1987,Heavy consumption
nhdhr_91682839,1988,Heavy consumption
nhdhr_91682839,1989,Heavy consumption
nhdhr_91682839,1990,Heavy consumption
nhdhr_91682839,1991,Heavy consumption
nhdhr_91682839,1992,Heavy consumption
nhdhr_91682839,1993,Heavy consumption
nhdhr_91682839,1994,Heavy consumption
nhdhr_91682839,1995,Heavy consumption
nhdhr_91682839,1996,Heavy consumption
nhdhr_91682839,1997,Heavy consumption
nhdhr_91682839,1998,Heavy consumption
nhdhr_91682839,1999,Heavy consumption
nhdhr_91682839,2000,Heavy consumption
nhdhr_91682839,2001,Heavy consumption
nhdhr_91682839,2002,Heavy consumption
nhdhr_91682839,2003,Heavy consumption
nhdhr_91682839,2004,Heavy consumption
nhdhr_91682839,2005,Heavy consumption
nhdhr_91682839,2006,Heavy consumption
nhdhr_91682839,2007,Heavy consumption
nhdhr_91682839,2008,Heavy consumption
nhdhr_91682839,2009,Heavy consumption
nhdhr_91682839,2010,Heavy consumption
nhdhr_91682839,2011,Heavy consumption
nhdhr_91682839,2012,Heavy consumption
nhdhr_91682839,2013,Heavy consumption
nhdhr_91682839,2014,Heavy consumption
nhdhr_91682839,2015,Heavy consumption
nhdhr_91682839,2016,Heavy consumption
nhdhr_91682839,2017,Heavy consumption
nhdhr_91682839,2018,Heavy consumption
nhdhr_91683191,1979,Heavy consumption
nhdhr_91683191,1980,Heavy consumption
nhdhr_91683191,1981,Heavy consumption
nhdhr_91683191,1982,Heavy consumption
nhdhr_91683191,1983,Heavy consumption
nhdhr_91683191,1984,Heavy consumption
nhdhr_91683191,1985,Heavy consumption
nhdhr_91683191,1986,Heavy consumption
nhdhr_91683191,1987,Heavy consumption
nhdhr_91683191,1988,Heavy consumption
nhdhr_91683191,1989,Heavy consumption
nhdhr_91683191,1990,Heavy consumption
nhdhr_91683191,1991,Heavy consumption
nhdhr_91683191,1992,Heavy consumption
nhdhr_91683191,1993,Heavy consumption
nhdhr_91683191,1994,Heavy consumption
nhdhr_91683191,1995,Heavy consumption
nhdhr_91683191,1996,Heavy consumption
nhdhr_91683191,1997,Heavy consumption
nhdhr_91683191,1998,Heavy consumption
nhdhr_91683191,1999,Heavy consumption
nhdhr_91683191,2000,Heavy consumption
nhdhr_91683191,2001,Heavy consumption
nhdhr_91683191,2002,Heavy consumption
nhdhr_91683191,2003,Heavy consumption
nhdhr_91683191,2004,Heavy consumption
nhdhr_91683191,2005,Heavy consumption
nhdhr_91683191,2006,Heavy consumption
nhdhr_91683191,2007,Heavy consumption
nhdhr_91683191,2008,Heavy consumption
nhdhr_91683191,2009,Heavy consumption
nhdhr_91683191,2010,Heavy consumption
nhdhr_91683191,2011,Heavy consumption
nhdhr_91683191,2012,Heavy consumption
nhdhr_91683191,2013,Heavy consumption
nhdhr_91683191,2014,Heavy consumption
nhdhr_91683191,2015,Heavy consumption
nhdhr_91683191,2016,Heavy consumption
nhdhr_91683191,2017,Heavy consumption
nhdhr_91683191,2018,Heavy consumption
nhdhr_91684449,1979,Heavy consumption
nhdhr_91684449,1980,Heavy consumption
nhdhr_91684449,1981,Heavy consumption
nhdhr_91684449,1982,Heavy consumption
nhdhr_91684449,1983,Heavy consumption
nhdhr_91684449,1984,Heavy consumption
nhdhr_91684449,1985,Heavy consumption
nhdhr_91684449,1986,Heavy consumption
nhdhr_91684449,1987,Heavy consumption
nhdhr_91684449,1988,Heavy consumption
nhdhr_91684449,1989,Heavy consumption
nhdhr_91684449,1990,Heavy consumption
nhdhr_91684449,1991,Heavy consumption
nhdhr_91684449,1992,Heavy consumption
nhdhr_91684449,1993,Heavy consumption
nhdhr_91684449,1994,Heavy consumption
nhdhr_91684449,1995,Heavy consumption
nhdhr_91684449,1996,Heavy consumption
nhdhr_91684449,1997,Heavy consumption
nhdhr_91684449,1998,Heavy consumption
nhdhr_91684449,1999,Heavy consumption
nhdhr_91684449,2000,Heavy consumption
nhdhr_91684449,2001,Heavy consumption
nhdhr_91684449,2002,Heavy consumption
nhdhr_91684449,2003,Heavy consumption
nhdhr_91684449,2004,Heavy consumption
nhdhr_91684449,2005,Heavy consumption
nhdhr_91684449,2006,Heavy consumption
nhdhr_91684449,2007,Heavy consumption
nhdhr_91684449,2008,Heavy consumption
nhdhr_91684449,2009,Heavy consumption
nhdhr_91684449,2010,Heavy consumption
nhdhr_91684449,2011,Heavy consumption
nhdhr_91684449,2012,Heavy consumption
nhdhr_91684449,2013,Heavy consumption
nhdhr_91684449,2014,Heavy consumption
nhdhr_91684449,2015,Heavy consumption
nhdhr_91684449,2016,Heavy consumption
nhdhr_91684449,2017,Heavy consumption
nhdhr_91684449,2018,Heavy consumption
nhdhr_91684663,1979,Heavy consumption
nhdhr_91684663,1980,Heavy consumption
nhdhr_91684663,1981,Heavy consumption
nhdhr_91684663,1982,Heavy consumption
nhdhr_91684663,1983,Heavy consumption
nhdhr_91684663,1984,Heavy consumption
nhdhr_91684663,1985,Heavy consumption
nhdhr_91684663,1986,Heavy consumption
nhdhr_91684663,1987,Heavy consumption
nhdhr_91684663,1988,Heavy consumption
nhdhr_91684663,1989,Heavy consumption
nhdhr_91684663,1990,Heavy consumption
nhdhr_91684663,1991,Heavy consumption
nhdhr_91684663,1992,Heavy consumption
nhdhr_91684663,1993,Heavy consumption
nhdhr_91684663,1994,Heavy consumption
nhdhr_91684663,1995,Heavy consumption
nhdhr_91684663,1996,Heavy consumption
nhdhr_91684663,1997,Heavy consumption
nhdhr_91684663,1998,Heavy consumption
nhdhr_91684663,1999,Heavy consumption
nhdhr_91684663,2000,Heavy consumption
nhdhr_91684663,2001,Heavy consumption
nhdhr_91684663,2002,Heavy consumption
nhdhr_91684663,2003,Heavy consumption
nhdhr_91684663,2004,Heavy consumption
nhdhr_91684663,2005,Heavy consumption
nhdhr_91684663,2006,Heavy consumption
nhdhr_91684663,2007,Heavy consumption
nhdhr_91684663,2008,Heavy consumption
nhdhr_91684663,2009,Heavy consumption
nhdhr_91684663,2010,Heavy consumption
nhdhr_91684663,2011,Heavy consumption
nhdhr_91684663,2012,Heavy consumption
nhdhr_91684663,2013,Heavy consumption
nhdhr_91684663,2014,Heavy consumption
nhdhr_91684663,2015,Heavy consumption
nhdhr_91684663,2016,Heavy consumption
nhdhr_91684663,2017,Heavy consumption
nhdhr_91684663,2018,Heavy consumption
nhdhr_91684979,1979,Heavy consumption
nhdhr_91684979,1980,Heavy consumption
nhdhr_91684979,1981,Heavy consumption
nhdhr_91684979,1982,Heavy consumption
nhdhr_91684979,1983,Heavy consumption
nhdhr_91684979,1984,Heavy consumption
nhdhr_91684979,1985,Heavy consumption
nhdhr_91684979,1986,Heavy consumption
nhdhr_91684979,1987,Heavy consumption
nhdhr_91684979,1988,Heavy consumption
nhdhr_91684979,1989,Heavy consumption
nhdhr_91684979,1990,Heavy consumption
nhdhr_91684979,1991,Heavy consumption
nhdhr_91684979,1992,Heavy consumption
nhdhr_91684979,1993,Heavy consumption
nhdhr_91684979,1994,Heavy consumption
nhdhr_91684979,1995,Heavy consumption
nhdhr_91684979,1996,Heavy consumption
nhdhr_91684979,1997,Heavy consumption
nhdhr_91684979,1998,Heavy consumption
nhdhr_91684979,1999,Heavy consumption
nhdhr_91684979,2000,Heavy consumption
nhdhr_91684979,2001,Heavy consumption
nhdhr_91684979,2002,Heavy consumption
nhdhr_91684979,2003,Heavy consumption
nhdhr_91684979,2004,Heavy consumption
nhdhr_91684979,2005,Heavy consumption
nhdhr_91684979,2006,Heavy consumption
nhdhr_91684979,2007,Heavy consumption
nhdhr_91684979,2008,Heavy consumption
nhdhr_91684979,2009,Heavy consumption
nhdhr_91684979,2010,Heavy consumption
nhdhr_91684979,2011,Heavy consumption
nhdhr_91684979,2012,Heavy consumption
nhdhr_91684979,2013,Heavy consumption
nhdhr_91684979,2014,Heavy consumption
nhdhr_91684979,2015,Heavy consumption
nhdhr_91684979,2016,Heavy consumption
nhdhr_91684979,2017,Heavy consumption
nhdhr_91684979,2018,Heavy consumption
nhdhr_91685475,1979,Heavy consumption
nhdhr_91685475,1980,Heavy consumption
nhdhr_91685475,1981,Heavy consumption
nhdhr_91685475,1982,Heavy consumption
nhdhr_91685475,1983,Heavy consumption
nhdhr_91685475,1984,Heavy consumption
nhdhr_91685475,1985,Heavy consumption
nhdhr_91685475,1986,Heavy consumption
nhdhr_91685475,1987,Heavy consumption
nhdhr_91685475,1988,Heavy consumption
nhdhr_91685475,1989,Heavy consumption
nhdhr_91685475,1990,Heavy consumption
nhdhr_91685475,1991,Heavy consumption
nhdhr_91685475,1992,Heavy consumption
nhdhr_91685475,1993,Heavy consumption
nhdhr_91685475,1994,Heavy consumption
nhdhr_91685475,1995,Heavy consumption
nhdhr_91685475,1996,Heavy consumption
nhdhr_91685475,1997,Heavy consumption
nhdhr_91685475,1998,Heavy consumption
nhdhr_91685475,1999,Heavy consumption
nhdhr_91685475,2000,Heavy consumption
nhdhr_91685475,2001,Heavy consumption
nhdhr_91685475,2002,Heavy consumption
nhdhr_91685475,2003,Heavy consumption
nhdhr_91685475,2004,Heavy consumption
nhdhr_91685475,2005,Heavy consumption
nhdhr_91685475,2006,Heavy consumption
nhdhr_91685475,2007,Heavy consumption
nhdhr_91685475,2008,Heavy consumption
nhdhr_91685475,2009,Heavy consumption
nhdhr_91685475,2010,Heavy consumption
nhdhr_91685475,2011,Heavy consumption
nhdhr_91685475,2012,Heavy consumption
nhdhr_91685475,2013,Heavy consumption
nhdhr_91685475,2014,Heavy consumption
nhdhr_91685475,2015,Heavy consumption
nhdhr_91685475,2016,Heavy consumption
nhdhr_91685475,2017,Heavy consumption
nhdhr_91685475,2018,Heavy consumption
nhdhr_91685677,1979,Heavy consumption
nhdhr_91685677,1980,Heavy consumption
nhdhr_91685677,1981,Heavy consumption
nhdhr_91685677,1982,Heavy consumption
nhdhr_91685677,1983,Heavy consumption
nhdhr_91685677,1984,Heavy consumption
nhdhr_91685677,1985,Heavy consumption
nhdhr_91685677,1986,Heavy consumption
nhdhr_91685677,1987,Heavy consumption
nhdhr_91685677,1988,Heavy consumption
nhdhr_91685677,1989,Heavy consumption
nhdhr_91685677,1990,Heavy consumption
nhdhr_91685677,1991,Heavy consumption
nhdhr_91685677,1992,Heavy consumption
nhdhr_91685677,1993,Heavy consumption
nhdhr_91685677,1994,Heavy consumption
nhdhr_91685677,1995,Heavy consumption
nhdhr_91685677,1996,Heavy consumption
nhdhr_91685677,1997,Heavy consumption
nhdhr_91685677,1998,Heavy consumption
nhdhr_91685677,1999,Heavy consumption
nhdhr_91685677,2000,Heavy consumption
nhdhr_91685677,2001,Heavy consumption
nhdhr_91685677,2002,Heavy consumption
nhdhr_91685677,2003,Heavy consumption
nhdhr_91685677,2004,Heavy consumption
nhdhr_91685677,2005,Heavy consumption
nhdhr_91685677,2006,Heavy consumption
nhdhr_91685677,2007,Heavy consumption
nhdhr_91685677,2008,Heavy consumption
nhdhr_91685677,2009,Heavy consumption
nhdhr_91685677,2010,Heavy consumption
nhdhr_91685677,2011,Heavy consumption
nhdhr_91685677,2012,Heavy consumption
nhdhr_91685677,2013,Heavy consumption
nhdhr_91685677,2014,Heavy consumption
nhdhr_91685677,2015,Heavy consumption
nhdhr_91685677,2016,Heavy consumption
nhdhr_91685677,2017,Heavy consumption
nhdhr_91685677,2018,Heavy consumption
nhdhr_91686475,1979,Heavy consumption
nhdhr_91686475,1980,Heavy consumption
nhdhr_91686475,1981,Heavy consumption
nhdhr_91686475,1982,Heavy consumption
nhdhr_91686475,1983,Heavy consumption
nhdhr_91686475,1984,Heavy consumption
nhdhr_91686475,1985,Heavy consumption
nhdhr_91686475,1986,Heavy consumption
nhdhr_91686475,1987,Heavy consumption
nhdhr_91686475,1988,Heavy consumption
nhdhr_91686475,1989,Heavy consumption
nhdhr_91686475,1990,Heavy consumption
nhdhr_91686475,1991,Heavy consumption
nhdhr_91686475,1992,Heavy consumption
nhdhr_91686475,1993,Heavy consumption
nhdhr_91686475,1994,Heavy consumption
nhdhr_91686475,1995,Heavy consumption
nhdhr_91686475,1996,Heavy consumption
nhdhr_91686475,1997,Heavy consumption
nhdhr_91686475,1998,Heavy consumption
nhdhr_91686475,1999,Heavy consumption
nhdhr_91686475,2000,Heavy consumption
nhdhr_91686475,2001,Heavy consumption
nhdhr_91686475,2002,Heavy consumption
nhdhr_91686475,2003,Heavy consumption
nhdhr_91686475,2004,Heavy consumption
nhdhr_91686475,2005,Heavy consumption
nhdhr_91686475,2006,Heavy consumption
nhdhr_91686475,2007,Heavy consumption
nhdhr_91686475,2008,Heavy consumption
nhdhr_91686475,2009,Heavy consumption
nhdhr_91686475,2010,Heavy consumption
nhdhr_91686475,2011,Heavy consumption
nhdhr_91686475,2012,Heavy consumption
nhdhr_91686475,2013,Heavy consumption
nhdhr_91686475,2014,Heavy consumption
nhdhr_91686475,2015,Heavy consumption
nhdhr_91686475,2016,Heavy consumption
nhdhr_91686475,2017,Heavy consumption
nhdhr_91686475,2018,Heavy consumption
nhdhr_91686757,1979,Heavy consumption
nhdhr_91686757,1980,Heavy consumption
nhdhr_91686757,1981,Heavy consumption
nhdhr_91686757,1982,Heavy consumption
nhdhr_91686757,1983,Heavy consumption
nhdhr_91686757,1984,Heavy consumption
nhdhr_91686757,1985,Heavy consumption
nhdhr_91686757,1986,Heavy consumption
nhdhr_91686757,1987,Heavy consumption
nhdhr_91686757,1988,Heavy consumption
nhdhr_91686757,1989,Heavy consumption
nhdhr_91686757,1990,Heavy consumption
nhdhr_91686757,1991,Heavy consumption
nhdhr_91686757,1992,Heavy consumption
nhdhr_91686757,1993,Heavy consumption
nhdhr_91686757,1994,Heavy consumption
nhdhr_91686757,1995,Heavy consumption
nhdhr_91686757,1996,Heavy consumption
nhdhr_91686757,1997,Heavy consumption
nhdhr_91686757,1998,Heavy consumption
nhdhr_91686757,1999,Heavy consumption
nhdhr_91686757,2000,Heavy consumption
nhdhr_91686757,2001,Heavy consumption
nhdhr_91686757,2002,Heavy consumption
nhdhr_91686757,2003,Heavy consumption
nhdhr_91686757,2004,Heavy consumption
nhdhr_91686757,2005,Heavy consumption
nhdhr_91686757,2006,Heavy consumption
nhdhr_91686757,2007,Heavy consumption
nhdhr_91686757,2008,Heavy consumption
nhdhr_91686757,2009,Heavy consumption
nhdhr_91686757,2010,Heavy consumption
nhdhr_91686757,2011,Heavy consumption
nhdhr_91686757,2012,Heavy consumption
nhdhr_91686757,2013,Heavy consumption
nhdhr_91686757,2014,Heavy consumption
nhdhr_91686757,2015,Heavy consumption
nhdhr_91686757,2016,Heavy consumption
nhdhr_91686757,2017,Heavy consumption
nhdhr_91686757,2018,Heavy consumption
nhdhr_91687083,1979,Heavy consumption
nhdhr_91687083,1980,Heavy consumption
nhdhr_91687083,1981,Heavy consumption
nhdhr_91687083,1982,Heavy consumption
nhdhr_91687083,1983,Heavy consumption
nhdhr_91687083,1984,Heavy consumption
nhdhr_91687083,1985,Heavy consumption
nhdhr_91687083,1986,Heavy consumption
nhdhr_91687083,1987,Heavy consumption
nhdhr_91687083,1988,Heavy consumption
nhdhr_91687083,1989,Heavy consumption
nhdhr_91687083,1990,Heavy consumption
nhdhr_91687083,1991,Heavy consumption
nhdhr_91687083,1992,Heavy consumption
nhdhr_91687083,1993,Heavy consumption
nhdhr_91687083,1994,Heavy consumption
nhdhr_91687083,1995,Heavy consumption
nhdhr_91687083,1996,Heavy consumption
nhdhr_91687083,1997,Heavy consumption
nhdhr_91687083,1998,Heavy consumption
nhdhr_91687083,1999,Heavy consumption
nhdhr_91687083,2000,Heavy consumption
nhdhr_91687083,2001,Heavy consumption
nhdhr_91687083,2002,Heavy consumption
nhdhr_91687083,2003,Heavy consumption
nhdhr_91687083,2004,Heavy consumption
nhdhr_91687083,2005,Heavy consumption
nhdhr_91687083,2006,Heavy consumption
nhdhr_91687083,2007,Heavy consumption
nhdhr_91687083,2008,Heavy consumption
nhdhr_91687083,2009,Heavy consumption
nhdhr_91687083,2010,Heavy consumption
nhdhr_91687083,2011,Heavy consumption
nhdhr_91687083,2012,Heavy consumption
nhdhr_91687083,2013,Heavy consumption
nhdhr_91687083,2014,Heavy consumption
nhdhr_91687083,2015,Heavy consumption
nhdhr_91687083,2016,Heavy consumption
nhdhr_91687083,2017,Heavy consumption
nhdhr_91687083,2018,Heavy consumption
nhdhr_91687843,1979,Heavy consumption
nhdhr_91687843,1980,Heavy consumption
nhdhr_91687843,1981,Heavy consumption
nhdhr_91687843,1982,Heavy consumption
nhdhr_91687843,1983,Heavy consumption
nhdhr_91687843,1984,Heavy consumption
nhdhr_91687843,1985,Heavy consumption
nhdhr_91687843,1986,Heavy consumption
nhdhr_91687843,1987,Heavy consumption
nhdhr_91687843,1988,Heavy consumption
nhdhr_91687843,1989,Heavy consumption
nhdhr_91687843,1990,Heavy consumption
nhdhr_91687843,1991,Heavy consumption
nhdhr_91687843,1992,Heavy consumption
nhdhr_91687843,1993,Heavy consumption
nhdhr_91687843,1994,Heavy consumption
nhdhr_91687843,1995,Heavy consumption
nhdhr_91687843,1996,Heavy consumption
nhdhr_91687843,1997,Heavy consumption
nhdhr_91687843,1998,Heavy consumption
nhdhr_91687843,1999,Heavy consumption
nhdhr_91687843,2000,Heavy consumption
nhdhr_91687843,2001,Heavy consumption
nhdhr_91687843,2002,Heavy consumption
nhdhr_91687843,2003,Heavy consumption
nhdhr_91687843,2004,Heavy consumption
nhdhr_91687843,2005,Heavy consumption
nhdhr_91687843,2006,Heavy consumption
nhdhr_91687843,2007,Heavy consumption
nhdhr_91687843,2008,Heavy consumption
nhdhr_91687843,2009,Heavy consumption
nhdhr_91687843,2010,Heavy consumption
nhdhr_91687843,2011,Heavy consumption
nhdhr_91687843,2012,Heavy consumption
nhdhr_91687843,2013,Heavy consumption
nhdhr_91687843,2014,Heavy consumption
nhdhr_91687843,2015,Heavy consumption
nhdhr_91687843,2016,Heavy consumption
nhdhr_91687843,2017,Heavy consumption
nhdhr_91687843,2018,Heavy consumption
nhdhr_91688055,1979,Heavy consumption
nhdhr_91688055,1980,Heavy consumption
nhdhr_91688055,1981,Heavy consumption
nhdhr_91688055,1982,Heavy consumption
nhdhr_91688055,1983,Heavy consumption
nhdhr_91688055,1984,Heavy consumption
nhdhr_91688055,1985,Heavy consumption
nhdhr_91688055,1986,Heavy consumption
nhdhr_91688055,1987,Heavy consumption
nhdhr_91688055,1988,Heavy consumption
nhdhr_91688055,1989,Heavy consumption
nhdhr_91688055,1990,Heavy consumption
nhdhr_91688055,1991,Heavy consumption
nhdhr_91688055,1992,Heavy consumption
nhdhr_91688055,1993,Heavy consumption
nhdhr_91688055,1994,Heavy consumption
nhdhr_91688055,1995,Heavy consumption
nhdhr_91688055,1996,Heavy consumption
nhdhr_91688055,1997,Heavy consumption
nhdhr_91688055,1998,Heavy consumption
nhdhr_91688055,1999,Heavy consumption
nhdhr_91688055,2000,Heavy consumption
nhdhr_91688055,2001,Heavy consumption
nhdhr_91688055,2002,Heavy consumption
nhdhr_91688055,2003,Heavy consumption
nhdhr_91688055,2004,Heavy consumption
nhdhr_91688055,2005,Heavy consumption
nhdhr_91688055,2006,Heavy consumption
nhdhr_91688055,2007,Heavy consumption
nhdhr_91688055,2008,Heavy consumption
nhdhr_91688055,2009,Heavy consumption
nhdhr_91688055,2010,Heavy consumption
nhdhr_91688055,2011,Heavy consumption
nhdhr_91688055,2012,Heavy consumption
nhdhr_91688055,2013,Heavy consumption
nhdhr_91688055,2014,Heavy consumption
nhdhr_91688055,2015,Heavy consumption
nhdhr_91688055,2016,Heavy consumption
nhdhr_91688055,2017,Heavy consumption
nhdhr_91688055,2018,Heavy consumption
nhdhr_91688409,1979,Heavy consumption
nhdhr_91688409,1980,Heavy consumption
nhdhr_91688409,1981,Heavy consumption
nhdhr_91688409,1982,Heavy consumption
nhdhr_91688409,1983,Heavy consumption
nhdhr_91688409,1984,Heavy consumption
nhdhr_91688409,1985,Heavy consumption
nhdhr_91688409,1986,Heavy consumption
nhdhr_91688409,1987,Heavy consumption
nhdhr_91688409,1988,Heavy consumption
nhdhr_91688409,1989,Heavy consumption
nhdhr_91688409,1990,Heavy consumption
nhdhr_91688409,1991,Heavy consumption
nhdhr_91688409,1992,Heavy consumption
nhdhr_91688409,1993,Heavy consumption
nhdhr_91688409,1994,Heavy consumption
